customer_id,gender,senior_citizen,tenure_months,contract_type,payment_method,monthly_charges,total_charges,internet_service,support_tickets,paperless_billing,churn,churn_numeric,tenure_group,charge_per_month_tenure,churn_probability,risk_segment,revenue_at_risk
CUST-0184,Male,0,37,One year,Bank transfer (automatic),87.21,3065.44,Fiber optic,1,Yes,Yes,1,25-48 months,2.36,0.393,Medium Risk,411.28
CUST-0185,Male,0,12,Month-to-month,Electronic check,82.23,1007.69,Fiber optic,1,No,Yes,1,7-12 months,6.85,0.698,High Risk,688.76
CUST-0186,Male,0,8,Month-to-month,Electronic check,35.53,280.16,No,2,Yes,Yes,1,7-12 months,4.44,0.555,Medium Risk,236.63
CUST-0187,Female,0,3,Month-to-month,Electronic check,60.91,178.24,DSL,2,Yes,No,0,0-6 months,20.3,0.616,High Risk,450.25
CUST-0188,Male,0,49,Two year,Bank transfer (automatic),18.25,850.69,No,2,Yes,No,0,49+ months,0.37,0.156,Low Risk,34.16
CUST-0189,Male,0,27,Month-to-month,Electronic check,70.82,1919.85,Fiber optic,2,Yes,Yes,1,25-48 months,2.62,0.612,High Risk,520.1
CUST-0190,Female,0,21,One year,Bank transfer (automatic),67.68,1471.19,DSL,2,Yes,No,0,13-24 months,3.22,0.347,Medium Risk,281.82
CUST-0191,Male,0,1,Month-to-month,Credit card (automatic),54.27,56.75,DSL,6,Yes,No,0,0-6 months,54.27,0.534,Medium Risk,347.76
CUST-0192,Male,1,47,One year,Electronic check,33.92,1604.72,DSL,0,Yes,No,0,25-48 months,0.72,0.248,Low Risk,100.95
CUST-0193,Male,0,11,One year,Bank transfer (automatic),74.21,817.49,Fiber optic,2,No,No,0,7-12 months,6.75,0.533,Medium Risk,474.65
CUST-0194,Male,0,42,Two year,Mailed check,100.56,4048.27,Fiber optic,2,No,No,0,25-48 months,2.39,0.305,Medium Risk,368.05
CUST-0195,Male,0,21,Month-to-month,Credit card (automatic),93.7,1977.32,Fiber optic,0,Yes,Yes,1,13-24 months,4.46,0.589,Medium Risk,662.27
CUST-0196,Female,1,30,Month-to-month,Electronic check,74.07,2195.43,Fiber optic,2,Yes,No,0,25-48 months,2.47,0.597,Medium Risk,530.64
CUST-0197,Female,1,14,Month-to-month,Bank transfer (automatic),89.27,1263.17,Fiber optic,1,Yes,No,0,13-24 months,6.38,0.66,High Risk,707.02
CUST-0198,Female,0,72,Two year,Credit card (automatic),49.5,3524.34,DSL,1,Yes,No,0,49+ months,0.69,0.098,Low Risk,58.21
CUST-0199,Male,0,48,Two year,Credit card (automatic),29.44,1376.42,DSL,4,Yes,No,0,25-48 months,0.61,0.148,Low Risk,52.29
CUST-0200,Male,0,27,One year,Bank transfer (automatic),61.13,1583.66,Fiber optic,3,Yes,Yes,1,25-48 months,2.26,0.432,Medium Risk,316.9
CUST-0201,Male,0,33,One year,Mailed check,78.44,2540.61,DSL,1,Yes,No,0,25-48 months,2.38,0.285,Low Risk,268.26
CUST-0202,Female,0,32,One year,Bank transfer (automatic),50.89,1562.79,DSL,0,No,Yes,1,25-48 months,1.59,0.294,Low Risk,179.54
CUST-0203,Male,0,9,Month-to-month,Credit card (automatic),71.35,621.4,Fiber optic,0,Yes,No,0,7-12 months,7.93,0.647,High Risk,553.96
CUST-0204,Male,1,68,Two year,Bank transfer (automatic),70.5,5027.63,Fiber optic,0,Yes,No,0,49+ months,1.04,0.199,Low Risk,168.35
CUST-0205,Female,0,2,Month-to-month,Electronic check,58.56,116.47,No,2,Yes,No,0,0-6 months,29.28,0.597,Medium Risk,419.52
CUST-0206,Male,0,36,Month-to-month,Credit card (automatic),54.39,1964.28,No,2,Yes,No,0,25-48 months,1.51,0.331,Medium Risk,216.04
CUST-0207,Female,0,24,One year,Bank transfer (automatic),108.28,2695.81,Fiber optic,5,Yes,No,0,13-24 months,4.51,0.457,Medium Risk,593.81
CUST-0208,Female,0,6,Month-to-month,Bank transfer (automatic),72.61,457.25,Fiber optic,1,No,Yes,1,0-6 months,12.1,0.695,High Risk,605.57
CUST-0209,Female,0,36,Month-to-month,Electronic check,79.43,2883.13,Fiber optic,0,Yes,No,0,25-48 months,2.21,0.574,Medium Risk,547.11
CUST-0210,Male,0,19,One year,Bank transfer (automatic),52.25,1023.77,Fiber optic,1,Yes,Yes,1,13-24 months,2.75,0.483,Medium Risk,302.84
CUST-0211,Male,0,20,Month-to-month,Mailed check,77.15,1516.3,DSL,2,No,Yes,1,13-24 months,3.86,0.481,Medium Risk,445.31
CUST-0212,Male,0,22,One year,Bank transfer (automatic),57.48,1240.0,Fiber optic,1,No,Yes,1,13-24 months,2.61,0.468,Medium Risk,322.81
CUST-0213,Male,0,17,Month-to-month,Electronic check,33.25,559.75,No,3,No,No,0,13-24 months,1.96,0.498,Medium Risk,198.7
CUST-0214,Male,0,15,Month-to-month,Bank transfer (automatic),58.54,893.25,Fiber optic,2,Yes,Yes,1,13-24 months,3.9,0.64,High Risk,449.59
CUST-0215,Male,1,32,Month-to-month,Credit card (automatic),66.17,2156.02,Fiber optic,1,No,No,0,25-48 months,2.07,0.512,Medium Risk,406.55
CUST-0216,Male,0,42,Month-to-month,Electronic check,62.44,2574.03,Fiber optic,3,Yes,No,0,25-48 months,1.49,0.52,Medium Risk,389.63
CUST-0217,Female,0,39,One year,Credit card (automatic),45.88,1723.69,DSL,0,Yes,No,0,25-48 months,1.18,0.23,Low Risk,126.63
CUST-0218,Male,1,1,Month-to-month,Mailed check,66.91,67.8,Fiber optic,0,Yes,Yes,1,0-6 months,66.91,0.712,High Risk,571.68
CUST-0219,Female,0,25,One year,Credit card (automatic),46.78,1126.03,DSL,1,Yes,No,0,25-48 months,1.87,0.289,Low Risk,162.23
CUST-0220,Male,1,14,Month-to-month,Bank transfer (automatic),67.5,952.42,DSL,4,Yes,Yes,1,13-24 months,4.82,0.513,Medium Risk,415.53
CUST-0221,Male,0,31,One year,Bank transfer (automatic),38.43,1214.37,DSL,2,Yes,No,0,25-48 months,1.24,0.287,Low Risk,132.35
CUST-0222,Male,1,32,Two year,Bank transfer (automatic),33.31,1087.3,No,0,No,Yes,1,25-48 months,1.04,0.224,Low Risk,89.54
CUST-0223,Female,0,16,One year,Credit card (automatic),73.27,1202.04,DSL,1,No,No,0,13-24 months,4.58,0.342,Medium Risk,300.7
CUST-0224,Female,1,7,Month-to-month,Mailed check,67.3,488.67,Fiber optic,1,No,No,0,7-12 months,9.61,0.679,High Risk,548.36
CUST-0225,Female,0,17,Month-to-month,Electronic check,44.23,751.91,DSL,2,Yes,Yes,1,13-24 months,2.6,0.531,Medium Risk,281.83
CUST-0226,Female,1,7,Month-to-month,Bank transfer (automatic),26.54,190.06,No,3,No,Yes,1,7-12 months,3.79,0.518,Medium Risk,164.97
CUST-0227,Male,0,22,One year,Credit card (automatic),72.7,1618.46,DSL,3,Yes,Yes,1,13-24 months,3.3,0.304,Medium Risk,265.21
CUST-0228,Female,0,1,Month-to-month,Bank transfer (automatic),77.91,75.47,Fiber optic,3,No,Yes,1,0-6 months,77.91,0.713,High Risk,666.6
CUST-0229,Male,1,27,Month-to-month,Bank transfer (automatic),22.03,566.6,No,1,Yes,No,0,25-48 months,0.82,0.41,Medium Risk,108.39
CUST-0230,Male,0,48,One year,Mailed check,37.26,1749.95,No,1,No,Yes,1,25-48 months,0.78,0.194,Low Risk,86.74
CUST-0231,Female,0,6,Month-to-month,Credit card (automatic),38.47,229.51,DSL,1,Yes,Yes,1,0-6 months,6.41,0.521,Medium Risk,240.51
CUST-0232,Female,0,72,Two year,Electronic check,40.22,2929.75,No,0,No,No,0,49+ months,0.56,0.118,Low Risk,56.95
CUST-0233,Female,0,7,Month-to-month,Mailed check,81.13,587.78,Fiber optic,2,No,Yes,1,7-12 months,11.59,0.68,High Risk,662.02
CUST-0234,Female,0,1,Month-to-month,Electronic check,70.38,68.24,Fiber optic,1,Yes,Yes,1,0-6 months,70.38,0.746,High Risk,630.04
CUST-0235,Female,0,22,One year,Electronic check,42.42,898.29,DSL,3,Yes,No,0,13-24 months,1.93,0.361,Medium Risk,183.76
CUST-0236,Female,1,8,Month-to-month,Mailed check,41.7,349.06,DSL,2,No,Yes,1,7-12 months,5.21,0.537,Medium Risk,268.71
CUST-0237,Female,0,31,One year,Mailed check,83.02,2472.75,Fiber optic,1,Yes,Yes,1,25-48 months,2.68,0.416,Medium Risk,414.44
CUST-0238,Female,0,20,Month-to-month,Bank transfer (automatic),93.43,1864.58,Fiber optic,1,No,No,0,13-24 months,4.67,0.629,High Risk,705.21
CUST-0239,Male,1,18,Month-to-month,Mailed check,65.44,1188.0,Fiber optic,2,Yes,No,0,13-24 months,3.64,0.617,High Risk,484.52
CUST-0240,Female,1,55,Two year,Mailed check,81.88,4522.03,Fiber optic,0,Yes,No,0,49+ months,1.49,0.247,Low Risk,242.69
CUST-0241,Female,0,42,Two year,Electronic check,43.69,1759.02,Fiber optic,3,Yes,No,0,25-48 months,1.04,0.323,Medium Risk,169.34
CUST-0242,Male,0,14,One year,Mailed check,46.23,618.55,DSL,1,Yes,No,0,13-24 months,3.3,0.372,Medium Risk,206.37
CUST-0243,Female,0,25,Month-to-month,Electronic check,74.53,1789.74,Fiber optic,0,No,No,0,25-48 months,2.98,0.633,High Risk,566.13
CUST-0244,Male,0,26,One year,Electronic check,41.35,1084.3,DSL,0,Yes,No,0,25-48 months,1.59,0.352,Medium Risk,174.66
CUST-0245,Male,0,5,Month-to-month,Bank transfer (automatic),60.95,306.1,Fiber optic,1,Yes,No,0,0-6 months,12.19,0.696,High Risk,509.05
CUST-0246,Female,0,10,Month-to-month,Bank transfer (automatic),64.98,632.5,Fiber optic,0,Yes,No,0,7-12 months,6.5,0.676,High Risk,527.12
CUST-0247,Male,0,40,Two year,Bank transfer (automatic),34.38,1394.15,No,2,Yes,Yes,1,25-48 months,0.86,0.189,Low Risk,77.97
CUST-0248,Male,0,70,Month-to-month,Mailed check,52.19,3770.23,DSL,1,No,No,0,49+ months,0.75,0.222,Low Risk,139.03
CUST-0249,Male,1,48,Two year,Mailed check,21.43,981.48,DSL,0,No,No,0,25-48 months,0.45,0.173,Low Risk,44.49
CUST-0250,Male,1,3,Month-to-month,Credit card (automatic),23.19,69.56,DSL,0,Yes,No,0,0-6 months,7.73,0.538,Medium Risk,149.71
CUST-0251,Female,0,63,Month-to-month,Mailed check,45.9,2946.44,DSL,1,No,Yes,1,49+ months,0.73,0.25,Low Risk,137.7
CUST-0252,Male,0,20,One year,Mailed check,61.87,1206.75,DSL,0,No,No,0,13-24 months,3.09,0.349,Medium Risk,259.11
CUST-0253,Female,0,44,Two year,Electronic check,18.25,787.56,No,2,Yes,No,0,25-48 months,0.41,0.193,Low Risk,42.27
CUST-0254,Male,0,18,One year,Electronic check,47.5,864.72,DSL,1,No,Yes,1,13-24 months,2.64,0.393,Medium Risk,224.01
CUST-0255,Male,0,61,Two year,Mailed check,47.11,2988.07,DSL,2,Yes,No,0,49+ months,0.77,0.134,Low Risk,75.75
CUST-0256,Male,0,42,One year,Mailed check,95.83,4149.6,Fiber optic,1,Yes,Yes,1,25-48 months,2.28,0.36,Medium Risk,413.99
CUST-0257,Male,1,7,One year,Bank transfer (automatic),69.22,488.57,Fiber optic,0,No,Yes,1,7-12 months,9.89,0.563,Medium Risk,467.65
CUST-0258,Female,0,34,Two year,Mailed check,80.74,2808.36,Fiber optic,1,Yes,No,0,25-48 months,2.37,0.343,Medium Risk,332.33
CUST-0259,Female,1,9,Month-to-month,Bank transfer (automatic),57.12,507.13,DSL,6,No,No,0,7-12 months,6.35,0.529,Medium Risk,362.6
CUST-0260,Male,0,5,Month-to-month,Bank transfer (automatic),43.04,218.23,Fiber optic,2,No,Yes,1,0-6 months,8.61,0.687,High Risk,354.82
CUST-0261,Male,0,4,Month-to-month,Credit card (automatic),66.52,265.18,DSL,1,Yes,Yes,1,0-6 months,16.63,0.543,Medium Risk,433.44
CUST-0262,Female,0,21,Two year,Bank transfer (automatic),58.23,1184.91,DSL,2,No,No,0,13-24 months,2.77,0.292,Low Risk,204.04
CUST-0263,Male,1,46,Two year,Credit card (automatic),37.62,1765.43,No,3,Yes,Yes,1,25-48 months,0.82,0.145,Low Risk,65.46
CUST-0264,Male,1,6,Month-to-month,Electronic check,113.89,687.2,DSL,1,Yes,Yes,1,0-6 months,18.98,0.622,High Risk,850.07
CUST-0265,Male,0,32,One year,Electronic check,43.74,1379.89,Fiber optic,3,No,Yes,1,25-48 months,1.37,0.432,Medium Risk,226.75
CUST-0266,Female,0,49,Two year,Electronic check,100.87,5145.94,Fiber optic,0,No,No,0,49+ months,2.06,0.317,Medium Risk,383.71
CUST-0267,Female,0,16,Month-to-month,Bank transfer (automatic),50.69,772.19,DSL,2,Yes,No,0,13-24 months,3.17,0.504,Medium Risk,306.57
CUST-0268,Female,0,28,One year,Credit card (automatic),34.31,942.98,No,0,Yes,No,0,25-48 months,1.23,0.255,Low Risk,104.99
CUST-0269,Male,1,50,Two year,Electronic check,54.32,2595.65,DSL,3,No,No,0,49+ months,1.09,0.192,Low Risk,125.15
CUST-0270,Male,0,1,Month-to-month,Credit card (automatic),68.64,70.47,Fiber optic,2,No,Yes,1,0-6 months,68.64,0.68,High Risk,560.1
CUST-0271,Female,0,50,One year,Electronic check,21.45,1094.18,No,4,No,No,0,49+ months,0.43,0.203,Low Risk,52.25
CUST-0272,Female,0,18,Month-to-month,Credit card (automatic),79.94,1414.65,Fiber optic,1,Yes,Yes,1,13-24 months,4.44,0.597,Medium Risk,572.69
CUST-0273,Female,1,68,Two year,Mailed check,18.25,1262.8,No,3,Yes,No,0,49+ months,0.27,0.101,Low Risk,22.12
CUST-0274,Female,1,65,Two year,Electronic check,66.26,4262.08,DSL,0,Yes,Yes,1,49+ months,1.02,0.153,Low Risk,121.65
CUST-0275,Male,0,63,Two year,Mailed check,68.76,4442.89,Fiber optic,2,No,No,0,49+ months,1.09,0.205,Low Risk,169.15
CUST-0276,Female,0,16,Month-to-month,Electronic check,38.05,606.01,DSL,1,Yes,No,0,13-24 months,2.38,0.539,Medium Risk,246.11
CUST-0277,Male,0,31,Two year,Electronic check,68.25,2097.19,Fiber optic,1,Yes,No,0,25-48 months,2.2,0.397,Medium Risk,325.14
CUST-0278,Female,0,34,Two year,Electronic check,48.86,1733.46,No,0,No,No,0,25-48 months,1.44,0.246,Low Risk,144.23
CUST-0279,Male,0,16,Month-to-month,Credit card (automatic),46.97,732.8,DSL,1,Yes,Yes,1,13-24 months,2.94,0.467,Medium Risk,263.22
CUST-0280,Female,1,44,Two year,Mailed check,80.38,3402.48,Fiber optic,0,No,No,0,25-48 months,1.83,0.297,Low Risk,286.47
CUST-0281,Female,0,15,Month-to-month,Electronic check,44.04,666.18,DSL,0,No,Yes,1,13-24 months,2.94,0.552,Medium Risk,291.72
CUST-0282,Female,1,33,One year,Bank transfer (automatic),86.37,2983.98,Fiber optic,2,No,No,0,25-48 months,2.62,0.411,Medium Risk,425.98
CUST-0283,Female,1,21,Month-to-month,Bank transfer (automatic),85.28,1769.0,Fiber optic,0,Yes,No,0,13-24 months,4.06,0.625,High Risk,639.6
CUST-0284,Male,0,20,Month-to-month,Electronic check,57.73,1104.03,No,0,Yes,Yes,1,13-24 months,2.89,0.502,Medium Risk,347.77
CUST-0285,Female,0,9,Month-to-month,Mailed check,72.37,640.86,Fiber optic,3,No,No,0,7-12 months,8.04,0.663,High Risk,575.78
CUST-0286,Male,1,30,One year,Electronic check,65.03,1952.06,DSL,2,No,No,0,25-48 months,2.17,0.331,Medium Risk,258.3
CUST-0287,Male,1,5,Month-to-month,Electronic check,56.47,272.8,DSL,1,No,Yes,1,0-6 months,11.29,0.608,High Risk,412.01
CUST-0288,Male,0,26,One year,Bank transfer (automatic),74.44,1966.04,DSL,4,Yes,No,0,25-48 months,2.86,0.315,Medium Risk,281.38
CUST-0289,Male,0,10,Month-to-month,Electronic check,44.22,464.21,DSL,2,No,Yes,1,7-12 months,4.42,0.571,Medium Risk,303.0
CUST-0290,Female,0,56,Month-to-month,Mailed check,66.18,3688.19,DSL,3,No,No,0,49+ months,1.18,0.28,Low Risk,222.36
CUST-0291,Male,1,43,One year,Bank transfer (automatic),27.08,1147.52,No,2,No,No,0,25-48 months,0.63,0.214,Low Risk,69.54
CUST-0292,Male,0,42,Two year,Electronic check,74.04,3078.8,Fiber optic,1,No,No,0,25-48 months,1.76,0.34,Medium Risk,302.08
CUST-0293,Male,0,3,Month-to-month,Bank transfer (automatic),76.38,220.32,Fiber optic,2,No,Yes,1,0-6 months,25.46,0.707,High Risk,648.01
CUST-0294,Female,0,19,One year,Electronic check,58.78,1159.62,DSL,3,No,No,0,13-24 months,3.09,0.383,Medium Risk,270.15
CUST-0295,Female,0,45,Two year,Credit card (automatic),28.26,1260.87,No,2,Yes,No,0,25-48 months,0.63,0.149,Low Risk,50.53
CUST-0296,Female,0,33,One year,Mailed check,78.22,2552.16,Fiber optic,1,Yes,Yes,1,25-48 months,2.37,0.403,Medium Risk,378.27
CUST-0297,Female,0,10,Month-to-month,Credit card (automatic),78.67,799.26,DSL,2,Yes,No,0,7-12 months,7.87,0.508,Medium Risk,479.57
CUST-0298,Male,0,5,Month-to-month,Bank transfer (automatic),89.78,446.3,Fiber optic,2,Yes,Yes,1,0-6 months,17.96,0.701,High Risk,755.23
CUST-0299,Male,0,50,Two year,Electronic check,88.04,4467.25,Fiber optic,1,Yes,Yes,1,49+ months,1.76,0.304,Medium Risk,321.17
CUST-0300,Female,0,10,Month-to-month,Bank transfer (automatic),48.17,460.57,DSL,1,Yes,Yes,1,7-12 months,4.82,0.542,Medium Risk,313.3
CUST-0301,Male,0,72,Two year,Credit card (automatic),61.66,4578.8,Fiber optic,0,Yes,No,0,49+ months,0.86,0.16,Low Risk,118.39
CUST-0302,Male,1,46,One year,Bank transfer (automatic),89.33,4290.19,Fiber optic,1,Yes,No,0,25-48 months,1.94,0.346,Medium Risk,370.9
CUST-0303,Male,0,28,Two year,Credit card (automatic),68.14,1936.3,DSL,0,No,Yes,1,25-48 months,2.43,0.239,Low Risk,195.43
CUST-0304,Female,0,58,Two year,Credit card (automatic),52.09,3158.55,No,2,No,No,0,49+ months,0.9,0.118,Low Risk,73.76
CUST-0305,Female,1,40,Two year,Electronic check,20.94,808.4,No,2,Yes,No,0,25-48 months,0.52,0.208,Low Risk,52.27
CUST-0306,Male,0,4,Month-to-month,Electronic check,71.56,285.59,Fiber optic,2,No,No,0,0-6 months,17.89,0.729,High Risk,626.01
CUST-0307,Female,0,51,Two year,Bank transfer (automatic),50.41,2597.08,Fiber optic,0,Yes,Yes,1,49+ months,0.99,0.263,Low Risk,159.09
CUST-0308,Female,0,37,Month-to-month,Mailed check,69.11,2577.97,Fiber optic,2,Yes,No,0,25-48 months,1.87,0.511,Medium Risk,423.78
CUST-0309,Female,0,24,Month-to-month,Credit card (automatic),89.95,2137.53,Fiber optic,2,Yes,Yes,1,13-24 months,3.75,0.562,Medium Risk,606.62
CUST-0310,Female,0,21,One year,Credit card (automatic),68.0,1404.88,Fiber optic,3,Yes,No,0,13-24 months,3.24,0.428,Medium Risk,349.25
CUST-0311,Female,0,34,Two year,Mailed check,64.61,2114.76,DSL,3,No,No,0,25-48 months,1.9,0.226,Low Risk,175.22
CUST-0312,Male,0,72,Two year,Electronic check,72.14,5137.85,Fiber optic,3,No,No,0,49+ months,1.0,0.199,Low Risk,172.27
CUST-0313,Female,0,43,Two year,Bank transfer (automatic),34.86,1448.41,No,2,Yes,No,0,25-48 months,0.81,0.178,Low Risk,74.46
CUST-0314,Male,0,16,Month-to-month,Electronic check,57.78,946.15,Fiber optic,2,Yes,No,0,13-24 months,3.61,0.667,High Risk,462.47
CUST-0315,Male,0,20,Month-to-month,Credit card (automatic),56.28,1092.83,DSL,0,Yes,Yes,1,13-24 months,2.81,0.451,Medium Risk,304.59
CUST-0316,Female,0,34,One year,Mailed check,30.13,979.2,Fiber optic,2,Yes,No,0,25-48 months,0.89,0.377,Medium Risk,136.31
CUST-0317,Male,0,31,Month-to-month,Bank transfer (automatic),52.2,1626.67,DSL,2,Yes,No,0,25-48 months,1.68,0.419,Medium Risk,262.46
CUST-0318,Male,0,48,Month-to-month,Electronic check,30.54,1479.88,DSL,2,Yes,Yes,1,25-48 months,0.64,0.352,Medium Risk,129.0
CUST-0319,Male,1,14,Month-to-month,Bank transfer (automatic),73.09,1061.32,DSL,0,No,No,0,13-24 months,5.22,0.533,Medium Risk,467.48
CUST-0320,Female,0,4,Month-to-month,Mailed check,66.66,268.69,DSL,0,No,No,0,0-6 months,16.66,0.577,Medium Risk,461.55
CUST-0321,Female,0,17,Month-to-month,Bank transfer (automatic),82.0,1372.46,Fiber optic,2,Yes,Yes,1,13-24 months,4.82,0.637,High Risk,626.81
CUST-0322,Male,0,24,Month-to-month,Electronic check,97.82,2418.82,Fiber optic,1,No,Yes,1,13-24 months,4.08,0.642,High Risk,753.61
CUST-0323,Female,0,24,Month-to-month,Bank transfer (automatic),40.77,982.42,DSL,2,Yes,Yes,1,13-24 months,1.7,0.454,Medium Risk,222.11
CUST-0324,Female,0,13,Month-to-month,Credit card (automatic),56.21,699.99,No,2,Yes,No,0,13-24 months,4.32,0.458,Medium Risk,308.93
CUST-0325,Female,1,54,Two year,Electronic check,43.98,2390.56,No,4,Yes,No,0,49+ months,0.81,0.159,Low Risk,83.91
CUST-0326,Female,1,1,Month-to-month,Electronic check,26.45,27.53,No,0,No,Yes,1,0-6 months,26.45,0.6,Medium Risk,190.44
CUST-0327,Male,0,8,Month-to-month,Electronic check,72.03,570.27,DSL,1,No,Yes,1,7-12 months,9.0,0.597,Medium Risk,516.02
CUST-0328,Male,1,31,One year,Bank transfer (automatic),58.41,1773.83,Fiber optic,0,No,No,0,25-48 months,1.88,0.421,Medium Risk,295.09
CUST-0329,Female,0,13,Month-to-month,Bank transfer (automatic),18.25,228.79,No,0,Yes,No,0,13-24 months,1.4,0.493,Medium Risk,107.97
CUST-0330,Female,0,59,Two year,Mailed check,65.87,3750.87,Fiber optic,0,No,No,0,49+ months,1.12,0.226,Low Risk,178.64
CUST-0331,Male,0,36,Two year,Electronic check,47.07,1683.13,DSL,1,Yes,No,0,25-48 months,1.31,0.252,Low Risk,142.34
CUST-0332,Male,1,40,Month-to-month,Mailed check,39.15,1580.98,DSL,2,No,No,0,25-48 months,0.98,0.355,Medium Risk,166.78
CUST-0333,Female,0,19,Month-to-month,Bank transfer (automatic),93.35,1699.27,Fiber optic,0,Yes,Yes,1,13-24 months,4.91,0.639,High Risk,715.81
CUST-0334,Male,0,27,Two year,Mailed check,26.12,736.24,No,1,Yes,No,0,25-48 months,0.97,0.233,Low Risk,73.03
CUST-0335,Female,0,44,Two year,Credit card (automatic),80.29,3622.89,Fiber optic,3,Yes,No,0,25-48 months,1.82,0.261,Low Risk,251.47
CUST-0336,Female,0,17,Month-to-month,Electronic check,66.44,1139.26,Fiber optic,1,No,Yes,1,13-24 months,3.91,0.668,High Risk,532.58
CUST-0337,Male,0,47,One year,Bank transfer (automatic),27.69,1344.17,DSL,3,Yes,No,0,25-48 months,0.59,0.212,Low Risk,70.44
CUST-0338,Male,0,5,Month-to-month,Mailed check,79.05,378.66,Fiber optic,3,No,No,0,0-6 months,15.81,0.685,High Risk,649.79
CUST-0339,Female,0,38,Two year,Mailed check,18.25,691.89,No,2,Yes,No,0,25-48 months,0.48,0.186,Low Risk,40.73
CUST-0340,Female,0,10,Month-to-month,Bank transfer (automatic),73.97,749.32,Fiber optic,1,No,Yes,1,7-12 months,7.4,0.675,High Risk,599.16
CUST-0341,Male,0,72,Two year,Bank transfer (automatic),54.48,4051.48,Fiber optic,1,No,No,0,49+ months,0.76,0.179,Low Risk,117.02
CUST-0342,Female,0,36,One year,Credit card (automatic),59.81,2214.2,No,1,No,No,0,25-48 months,1.66,0.225,Low Risk,161.49
CUST-0343,Male,0,32,One year,Electronic check,68.67,2148.45,DSL,1,Yes,No,0,25-48 months,2.15,0.326,Medium Risk,268.64
CUST-0344,Female,0,24,One year,Electronic check,76.59,1919.2,Fiber optic,0,Yes,Yes,1,13-24 months,3.19,0.503,Medium Risk,462.3
CUST-0345,Male,1,1,Month-to-month,Bank transfer (automatic),73.96,71.18,DSL,2,Yes,No,0,0-6 months,73.96,0.598,Medium Risk,530.74
CUST-0346,Male,0,6,Month-to-month,Bank transfer (automatic),62.31,387.88,Fiber optic,1,No,Yes,1,0-6 months,10.38,0.691,High Risk,516.67
CUST-0347,Male,0,12,Month-to-month,Electronic check,83.15,1044.79,Fiber optic,3,Yes,Yes,1,7-12 months,6.93,0.691,High Risk,689.48
CUST-0348,Female,0,1,Month-to-month,Electronic check,78.0,75.48,Fiber optic,2,Yes,Yes,1,0-6 months,78.0,0.744,High Risk,696.38
CUST-0349,Female,0,21,Two year,Electronic check,78.96,1694.98,Fiber optic,2,Yes,Yes,1,13-24 months,3.76,0.453,Medium Risk,429.23
CUST-0350,Male,0,12,Month-to-month,Credit card (automatic),94.09,1077.17,Fiber optic,0,Yes,No,0,7-12 months,7.84,0.639,High Risk,721.48
CUST-0351,Female,0,47,Month-to-month,Electronic check,40.99,1908.31,No,2,No,Yes,1,25-48 months,0.87,0.338,Medium Risk,166.26
CUST-0352,Male,0,51,Two year,Electronic check,79.33,4052.42,Fiber optic,1,Yes,Yes,1,49+ months,1.56,0.297,Low Risk,282.73
CUST-0353,Male,0,42,Two year,Electronic check,30.18,1277.78,DSL,3,No,No,0,25-48 months,0.72,0.217,Low Risk,78.59
CUST-0354,Female,0,72,Two year,Mailed check,60.6,4553.41,Fiber optic,2,Yes,No,0,49+ months,0.84,0.172,Low Risk,125.08
CUST-0355,Female,0,32,Two year,Electronic check,73.16,2381.45,Fiber optic,0,Yes,Yes,1,25-48 months,2.29,0.398,Medium Risk,349.41
CUST-0356,Male,0,5,Month-to-month,Mailed check,56.4,281.47,DSL,4,Yes,Yes,1,0-6 months,11.28,0.551,Medium Risk,372.92
CUST-0357,Female,0,3,Month-to-month,Electronic check,18.25,56.45,No,2,Yes,Yes,1,0-6 months,6.08,0.577,Medium Risk,126.36
CUST-0358,Female,0,56,Two year,Credit card (automatic),66.18,3873.05,No,3,Yes,No,0,49+ months,1.18,0.123,Low Risk,97.68
CUST-0359,Male,0,17,One year,Electronic check,77.75,1258.58,DSL,0,No,No,0,13-24 months,4.57,0.413,Medium Risk,385.33
CUST-0360,Male,0,38,Month-to-month,Mailed check,39.03,1554.7,No,1,Yes,No,0,25-48 months,1.03,0.347,Medium Risk,162.52
CUST-0361,Female,0,56,Two year,Credit card (automatic),56.08,3010.51,DSL,2,No,No,0,49+ months,1.0,0.135,Low Risk,90.85
CUST-0362,Male,0,2,Month-to-month,Bank transfer (automatic),51.82,106.9,DSL,2,Yes,Yes,1,0-6 months,25.91,0.585,Medium Risk,363.78
CUST-0363,Male,0,6,Month-to-month,Mailed check,40.72,238.95,DSL,1,Yes,Yes,1,0-6 months,6.79,0.552,Medium Risk,269.73
CUST-0364,Female,0,41,One year,Electronic check,31.16,1230.57,No,1,No,Yes,1,25-48 months,0.76,0.251,Low Risk,93.85
CUST-0365,Male,1,16,One year,Electronic check,78.87,1254.33,Fiber optic,1,Yes,No,0,13-24 months,4.93,0.545,Medium Risk,515.81
CUST-0366,Male,1,20,One year,Bank transfer (automatic),36.37,737.87,DSL,2,Yes,No,0,13-24 months,1.82,0.342,Medium Risk,149.26
CUST-0367,Female,0,13,Month-to-month,Credit card (automatic),80.01,1027.75,Fiber optic,3,Yes,Yes,1,13-24 months,6.15,0.616,High Risk,591.43
CUST-0368,Female,0,15,Two year,Bank transfer (automatic),72.67,1041.5,Fiber optic,3,Yes,No,0,13-24 months,4.84,0.446,Medium Risk,388.93
